customerID,Cluster,SegmentLabel
7439-DKZTW,2,Yeni Yüksek Riskli Müşteri
4646-QZXTF,3,Genç Düşük Harcamalı Müşteri
4607-CHPCA,2,Yeni Yüksek Riskli Müşteri
9742-XOKTS,1,Yüksek Değerli Sadık Müşteri
6921-OZMFH,3,Genç Düşük Harcamalı Müşteri
9578-FOMUK,3,Genç Düşük Harcamalı Müşteri
4712-UYOOI,3,Genç Düşük Harcamalı Müşteri
8824-RWFXJ,0,Yaslı Düşük Harcamalı Müşteri
7722-CVFXN,1,Yüksek Değerli Sadık Müşteri
8717-VCTXJ,3,Genç Düşük Harcamalı Müşteri
7363-QTBIW,0,Yaslı Düşük Harcamalı Müşteri
4159-NAAIX,1,Yüksek Değerli Sadık Müşteri
0971-QIFJK,3,Genç Düşük Harcamalı Müşteri
9397-TZSHA,0,Yaslı Düşük Harcamalı Müşteri
3391-JSQEW,3,Genç Düşük Harcamalı Müşteri
0343-QLUZP,3,Genç Düşük Harcamalı Müşteri
9763-PDTKK,2,Yeni Yüksek Riskli Müşteri
2176-LVPNX,1,Yüksek Değerli Sadık Müşteri
7627-JKIAZ,1,Yüksek Değerli Sadık Müşteri
3312-UUMZW,2,Yeni Yüksek Riskli Müşteri
1271-UODNO,0,Yaslı Düşük Harcamalı Müşteri
8461-EFQYM,3,Genç Düşük Harcamalı Müşteri
6900-RBKER,2,Yeni Yüksek Riskli Müşteri
6891-JPYFF,1,Yüksek Değerli Sadık Müşteri
1459-QNFQT,1,Yüksek Değerli Sadık Müşteri
1047-NNCBF,2,Yeni Yüksek Riskli Müşteri
3696-XRIEN,1,Yüksek Değerli Sadık Müşteri
4081-DYXAV,3,Genç Düşük Harcamalı Müşteri
0074-HDKDG,0,Yaslı Düşük Harcamalı Müşteri
8791-GFXLZ,2,Yeni Yüksek Riskli Müşteri
8111-SLLHI,1,Yüksek Değerli Sadık Müşteri
0927-LCSMG,0,Yaslı Düşük Harcamalı Müşteri
9330-DHBFL,0,Yaslı Düşük Harcamalı Müşteri
0098-BOWSO,3,Genç Düşük Harcamalı Müşteri
3452-ABWRL,1,Yüksek Değerli Sadık Müşteri
5859-HZYLF,3,Genç Düşük Harcamalı Müşteri
8257-RZAHR,2,Yeni Yüksek Riskli Müşteri
5293-WXJAK,3,Genç Düşük Harcamalı Müşteri
3156-QLHBO,0,Yaslı Düşük Harcamalı Müşteri
2208-NQBCT,2,Yeni Yüksek Riskli Müşteri
1779-PWPMG,1,Yüksek Değerli Sadık Müşteri
6621-NRZAK,3,Genç Düşük Harcamalı Müşteri
0831-JNISG,0,Yaslı Düşük Harcamalı Müşteri
0774-IFUVM,2,Yeni Yüksek Riskli Müşteri
3082-WQRVY,3,Genç Düşük Harcamalı Müşteri
9553-DLCLU,3,Genç Düşük Harcamalı Müşteri
1641-BYBTK,3,Genç Düşük Harcamalı Müşteri
2460-NGXBJ,2,Yeni Yüksek Riskli Müşteri
2446-ZKVAF,2,Yeni Yüksek Riskli Müşteri
0841-NULXI,3,Genç Düşük Harcamalı Müşteri
3522-CDKHF,3,Genç Düşük Harcamalı Müşteri
1430-SFQSA,0,Yaslı Düşük Harcamalı Müşteri
0411-EZJZE,2,Yeni Yüksek Riskli Müşteri
7851-WZEKY,2,Yeni Yüksek Riskli Müşteri
8844-TONUD,2,Yeni Yüksek Riskli Müşteri
8807-ARQET,3,Genç Düşük Harcamalı Müşteri
8992-CEUEN,0,Yaslı Düşük Harcamalı Müşteri
4320-QMLLA,0,Yaslı Düşük Harcamalı Müşteri
8777-PVYGU,1,Yüksek Değerli Sadık Müşteri
8292-ITGYJ,3,Genç Düşük Harcamalı Müşteri
6870-ZWMNX,1,Yüksek Değerli Sadık Müşteri
0621-CXBKL,3,Genç Düşük Harcamalı Müşteri
5268-DSMNQ,1,Yüksek Değerli Sadık Müşteri
5334-JLAXU,1,Yüksek Değerli Sadık Müşteri
4086-YQSNZ,0,Yaslı Düşük Harcamalı Müşteri
6242-MBHPK,2,Yeni Yüksek Riskli Müşteri
5868-CZJDR,3,Genç Düşük Harcamalı Müşteri
9359-UGBTK,1,Yüksek Değerli Sadık Müşteri
0135-NMXAP,2,Yeni Yüksek Riskli Müşteri
4782-OSFXZ,1,Yüksek Değerli Sadık Müşteri
6479-OAUSD,0,Yaslı Düşük Harcamalı Müşteri
7129-ACFOG,3,Genç Düşük Harcamalı Müşteri
4189-NAKJS,3,Genç Düşük Harcamalı Müşteri
5562-BETPV,3,Genç Düşük Harcamalı Müşteri
1282-IHQAC,3,Genç Düşük Harcamalı Müşteri
9127-FHJBZ,1,Yüksek Değerli Sadık Müşteri
6270-OMFIW,1,Yüksek Değerli Sadık Müşteri
1641-RQDAY,2,Yeni Yüksek Riskli Müşteri
0107-WESLM,0,Yaslı Düşük Harcamalı Müşteri
6994-ORCWG,0,Yaslı Düşük Harcamalı Müşteri
1346-UFHAX,0,Yaslı Düşük Harcamalı Müşteri
3992-YWPKO,0,Yaslı Düşük Harcamalı Müşteri
2933-XEUJM,1,Yüksek Değerli Sadık Müşteri
0125-LZQXK,2,Yeni Yüksek Riskli Müşteri
5461-QKNTN,1,Yüksek Değerli Sadık Müşteri
4835-YSJMR,3,Genç Düşük Harcamalı Müşteri
8399-YNDCH,2,Yeni Yüksek Riskli Müşteri
3164-YAXFY,1,Yüksek Değerli Sadık Müşteri
0887-WBJVH,1,Yüksek Değerli Sadık Müşteri
4660-IRIBM,3,Genç Düşük Harcamalı Müşteri
5673-FSSMF,2,Yeni Yüksek Riskli Müşteri
7670-ZBPOQ,1,Yüksek Değerli Sadık Müşteri
8089-UZWLX,1,Yüksek Değerli Sadık Müşteri
0080-OROZO,1,Yüksek Değerli Sadık Müşteri
3916-NRPAP,2,Yeni Yüksek Riskli Müşteri
6807-SIWJI,1,Yüksek Değerli Sadık Müşteri
8221-HVAYI,3,Genç Düşük Harcamalı Müşteri
1579-KLYDT,0,Yaslı Düşük Harcamalı Müşteri
5232-NXPAY,1,Yüksek Değerli Sadık Müşteri
8967-SZQAS,0,Yaslı Düşük Harcamalı Müşteri
4468-KAZHE,3,Genç Düşük Harcamalı Müşteri
0455-ENTCR,1,Yüksek Değerli Sadık Müşteri
8944-AILEF,0,Yaslı Düşük Harcamalı Müşteri
5542-NKVRU,3,Genç Düşük Harcamalı Müşteri
7126-RBHSD,3,Genç Düşük Harcamalı Müşteri
5370-IIVVL,1,Yüksek Değerli Sadık Müşteri
6789-HJBWG,0,Yaslı Düşük Harcamalı Müşteri
3927-NLNRY,1,Yüksek Değerli Sadık Müşteri
9087-EYCPR,0,Yaslı Düşük Harcamalı Müşteri
6791-YBNAK,2,Yeni Yüksek Riskli Müşteri
6358-LYNGM,2,Yeni Yüksek Riskli Müşteri
6077-BDPXA,0,Yaslı Düşük Harcamalı Müşteri
0013-MHZWF,0,Yaslı Düşük Harcamalı Müşteri
5494-HECPR,2,Yeni Yüksek Riskli Müşteri
8268-YDIXR,1,Yüksek Değerli Sadık Müşteri
9824-BEMCV,0,Yaslı Düşük Harcamalı Müşteri
1373-ORVIZ,0,Yaslı Düşük Harcamalı Müşteri
4291-SHSBH,2,Yeni Yüksek Riskli Müşteri
6980-IMXXE,3,Genç Düşük Harcamalı Müşteri
9866-QEVEE,2,Yeni Yüksek Riskli Müşteri
9897-KXHCM,3,Genç Düşük Harcamalı Müşteri
0040-HALCW,3,Genç Düşük Harcamalı Müşteri
0784-GTUUK,0,Yaslı Düşük Harcamalı Müşteri
7979-CORPM,0,Yaslı Düşük Harcamalı Müşteri
2294-DMMUS,1,Yüksek Değerli Sadık Müşteri
0872-JCPIB,0,Yaslı Düşük Harcamalı Müşteri
3055-MJDSB,3,Genç Düşük Harcamalı Müşteri
9091-WTUUY,1,Yüksek Değerli Sadık Müşteri
1618-CFHME,0,Yaslı Düşük Harcamalı Müşteri
3165-HDOEW,0,Yaslı Düşük Harcamalı Müşteri
6581-NQCBA,3,Genç Düşük Harcamalı Müşteri
7115-IRDHS,3,Genç Düşük Harcamalı Müşteri
8496-DMZUK,2,Yeni Yüksek Riskli Müşteri
2040-VZIKE,1,Yüksek Değerli Sadık Müşteri
9068-VPWQQ,1,Yüksek Değerli Sadık Müşteri
0178-SZBHO,2,Yeni Yüksek Riskli Müşteri
0384-RVBPI,3,Genç Düşük Harcamalı Müşteri
1689-MRZQR,3,Genç Düşük Harcamalı Müşteri
1299-AURJA,0,Yaslı Düşük Harcamalı Müşteri
4525-VZCZG,1,Yüksek Değerli Sadık Müşteri
1543-LLLFT,1,Yüksek Değerli Sadık Müşteri
5835-BEQEU,0,Yaslı Düşük Harcamalı Müşteri
2788-CJQAQ,0,Yaslı Düşük Harcamalı Müşteri
5565-FILXA,2,Yeni Yüksek Riskli Müşteri
0319-QZTCO,3,Genç Düşük Harcamalı Müşteri
2120-SMPEX,3,Genç Düşük Harcamalı Müşteri
0096-FCPUF,0,Yaslı Düşük Harcamalı Müşteri
0668-OGMHD,2,Yeni Yüksek Riskli Müşteri
5552-ZNFSJ,0,Yaslı Düşük Harcamalı Müşteri
2223-KAGMX,0,Yaslı Düşük Harcamalı Müşteri
6507-ZJSUR,0,Yaslı Düşük Harcamalı Müşteri
9408-HRXRK,1,Yüksek Değerli Sadık Müşteri
5593-SUAOO,2,Yeni Yüksek Riskli Müşteri
7321-PKUYW,3,Genç Düşük Harcamalı Müşteri
2833-SLKDQ,0,Yaslı Düşük Harcamalı Müşteri
6766-HFKLA,1,Yüksek Değerli Sadık Müşteri
7595-EUIVN,2,Yeni Yüksek Riskli Müşteri
7617-EYGLW,0,Yaslı Düşük Harcamalı Müşteri
2026-TGDHM,2,Yeni Yüksek Riskli Müşteri
9220-ZNKJI,1,Yüksek Değerli Sadık Müşteri
4030-VPZBD,0,Yaslı Düşük Harcamalı Müşteri
2226-ICFDO,1,Yüksek Değerli Sadık Müşteri
0723-VSOBE,3,Genç Düşük Harcamalı Müşteri
5529-GIBVH,3,Genç Düşük Harcamalı Müşteri
4187-CINZD,1,Yüksek Değerli Sadık Müşteri
9992-UJOEL,0,Yaslı Düşük Harcamalı Müşteri
4741-WWJQZ,3,Genç Düşük Harcamalı Müşteri
6625-UTXEW,0,Yaslı Düşük Harcamalı Müşteri
6818-WOBHJ,1,Yüksek Değerli Sadık Müşteri
6244-BESBM,1,Yüksek Değerli Sadık Müşteri
1004-NOZNR,1,Yüksek Değerli Sadık Müşteri
1251-STYSZ,2,Yeni Yüksek Riskli Müşteri
2612-PHGOX,1,Yüksek Değerli Sadık Müşteri
2408-TZMJL,1,Yüksek Değerli Sadık Müşteri
8480-PPONV,1,Yüksek Değerli Sadık Müşteri
8780-IHCRN,3,Genç Düşük Harcamalı Müşteri
4598-ZADCK,3,Genç Düşük Harcamalı Müşteri
1257-SXUXQ,3,Genç Düşük Harcamalı Müşteri
9681-KYGYB,2,Yeni Yüksek Riskli Müşteri
7182-OVLBJ,1,Yüksek Değerli Sadık Müşteri
5095-ETBRJ,1,Yüksek Değerli Sadık Müşteri
7005-CYUIL,1,Yüksek Değerli Sadık Müşteri
4821-WQOYN,3,Genç Düşük Harcamalı Müşteri
4730-AWNAU,0,Yaslı Düşük Harcamalı Müşteri
3452-FLHYD,0,Yaslı Düşük Harcamalı Müşteri
2388-LAESQ,1,Yüksek Değerli Sadık Müşteri
9531-NSBMR,3,Genç Düşük Harcamalı Müşteri
6260-ONULR,0,Yaslı Düşük Harcamalı Müşteri
4389-UEFCZ,1,Yüksek Değerli Sadık Müşteri
8711-LOBKY,3,Genç Düşük Harcamalı Müşteri
9134-CEQMF,2,Yeni Yüksek Riskli Müşteri
8985-OOPOS,0,Yaslı Düşük Harcamalı Müşteri
8800-ZKRFW,1,Yüksek Değerli Sadık Müşteri
2616-FLVQC,3,Genç Düşük Harcamalı Müşteri
9968-FFVVH,1,Yüksek Değerli Sadık Müşteri
3108-PCCGG,1,Yüksek Değerli Sadık Müşteri
7993-PYKOF,2,Yeni Yüksek Riskli Müşteri
8390-FESFV,1,Yüksek Değerli Sadık Müşteri
3022-BEXHZ,1,Yüksek Değerli Sadık Müşteri
5027-XWQHA,3,Genç Düşük Harcamalı Müşteri
6248-TKCQV,1,Yüksek Değerli Sadık Müşteri
6729-GDNGC,2,Yeni Yüksek Riskli Müşteri
6198-ZFIOJ,2,Yeni Yüksek Riskli Müşteri
5989-OMNJE,0,Yaslı Düşük Harcamalı Müşteri
4566-QVRRW,0,Yaslı Düşük Harcamalı Müşteri
1291-CUOCY,1,Yüksek Değerli Sadık Müşteri
9795-SHUHB,1,Yüksek Değerli Sadık Müşteri
3230-IUALN,1,Yüksek Değerli Sadık Müşteri
0042-RLHYP,3,Genç Düşük Harcamalı Müşteri
8519-IMDHU,0,Yaslı Düşük Harcamalı Müşteri
4945-RVMTE,3,Genç Düşük Harcamalı Müşteri
0201-OAMXR,1,Yüksek Değerli Sadık Müşteri
1866-NXPSP,3,Genç Düşük Harcamalı Müşteri
3372-KWFBM,2,Yeni Yüksek Riskli Müşteri
7831-QGOXH,0,Yaslı Düşük Harcamalı Müşteri
6393-WRYZE,1,Yüksek Değerli Sadık Müşteri
3941-XTSKM,3,Genç Düşük Harcamalı Müşteri
1661-CZBAU,1,Yüksek Değerli Sadık Müşteri
6599-RCLCJ,1,Yüksek Değerli Sadık Müşteri
9831-BPFRI,0,Yaslı Düşük Harcamalı Müşteri
5158-RIVOP,0,Yaslı Düşük Harcamalı Müşteri
9788-YTFGE,3,Genç Düşük Harcamalı Müşteri
9277-JOOMO,3,Genç Düşük Harcamalı Müşteri
1907-YLNYW,2,Yeni Yüksek Riskli Müşteri
1725-MIMXW,0,Yaslı Düşük Harcamalı Müşteri
8947-YRTDV,1,Yüksek Değerli Sadık Müşteri
3161-ONRWK,1,Yüksek Değerli Sadık Müşteri
0114-RSRRW,3,Genç Düşük Harcamalı Müşteri
4565-NLZBV,0,Yaslı Düşük Harcamalı Müşteri
0031-PVLZI,3,Genç Düşük Harcamalı Müşteri
7206-GZCDC,2,Yeni Yüksek Riskli Müşteri
6682-VCIXC,0,Yaslı Düşük Harcamalı Müşteri
4791-QRGMF,1,Yüksek Değerli Sadık Müşteri
6475-VHUIZ,3,Genç Düşük Harcamalı Müşteri
3910-MRQOY,3,Genç Düşük Harcamalı Müşteri
0661-WCQNQ,3,Genç Düşük Harcamalı Müşteri
7537-RBWEA,2,Yeni Yüksek Riskli Müşteri
4656-CAURT,3,Genç Düşük Harcamalı Müşteri
0121-SNYRK,3,Genç Düşük Harcamalı Müşteri
1768-ZAIFU,3,Genç Düşük Harcamalı Müşteri
4671-LXRDQ,3,Genç Düşük Harcamalı Müşteri
3733-LSYCE,2,Yeni Yüksek Riskli Müşteri
6265-FRMTQ,3,Genç Düşük Harcamalı Müşteri
1934-SJVJK,0,Yaslı Düşük Harcamalı Müşteri
3838-OZURD,1,Yüksek Değerli Sadık Müşteri
1371-DWPAZ,3,Genç Düşük Harcamalı Müşteri
9269-CQOOL,0,Yaslı Düşük Harcamalı Müşteri
2017-CCBLH,0,Yaslı Düşük Harcamalı Müşteri
7690-KPNCU,1,Yüksek Değerli Sadık Müşteri
0536-BGFMZ,0,Yaslı Düşük Harcamalı Müşteri
2293-IJWPS,1,Yüksek Değerli Sadık Müşteri
2845-HSJCY,2,Yeni Yüksek Riskli Müşteri
5469-NUJUR,3,Genç Düşük Harcamalı Müşteri
1184-PJVDB,2,Yeni Yüksek Riskli Müşteri
2625-TRCZQ,3,Genç Düşük Harcamalı Müşteri
4102-HLENU,1,Yüksek Değerli Sadık Müşteri
7266-GSSJX,0,Yaslı Düşük Harcamalı Müşteri
7722-VJRQD,1,Yüksek Değerli Sadık Müşteri
7073-QETQY,0,Yaslı Düşük Harcamalı Müşteri
9415-DPEWS,3,Genç Düşük Harcamalı Müşteri
5624-RYAMH,3,Genç Düşük Harcamalı Müşteri
0196-JTUQI,2,Yeni Yüksek Riskli Müşteri
7130-YXBRO,1,Yüksek Değerli Sadık Müşteri
9272-LSVYH,2,Yeni Yüksek Riskli Müşteri
7943-RQCHR,2,Yeni Yüksek Riskli Müşteri
3793-MMFUH,2,Yeni Yüksek Riskli Müşteri
3249-ZPQRG,2,Yeni Yüksek Riskli Müşteri
2568-BRGYX,3,Genç Düşük Harcamalı Müşteri
3084-DOWLE,1,Yüksek Değerli Sadık Müşteri
1084-MNSMJ,1,Yüksek Değerli Sadık Müşteri
7721-JXEAW,2,Yeni Yüksek Riskli Müşteri
7249-WBIYX,2,Yeni Yüksek Riskli Müşteri
4238-HFHSN,1,Yüksek Değerli Sadık Müşteri
6250-CGGUN,1,Yüksek Değerli Sadık Müşteri
5478-JJVZK,0,Yaslı Düşük Harcamalı Müşteri
7596-IIWYC,3,Genç Düşük Harcamalı Müşteri
6567-HOOPW,0,Yaslı Düşük Harcamalı Müşteri
9793-WECQC,2,Yeni Yüksek Riskli Müşteri
4291-HPAXL,0,Yaslı Düşük Harcamalı Müşteri
8999-YPYBV,1,Yüksek Değerli Sadık Müşteri
1839-FBNFR,3,Genç Düşük Harcamalı Müşteri
3164-AALRN,2,Yeni Yüksek Riskli Müşteri
3071-MVJCD,1,Yüksek Değerli Sadık Müşteri
1697-BCSHV,1,Yüksek Değerli Sadık Müşteri
0562-KBDVM,3,Genç Düşük Harcamalı Müşteri
1131-SUEKT,1,Yüksek Değerli Sadık Müşteri
3717-OEAUQ,0,Yaslı Düşük Harcamalı Müşteri
4538-WNTMJ,3,Genç Düşük Harcamalı Müşteri
3334-CTHOL,2,Yeni Yüksek Riskli Müşteri
4704-ERYFC,2,Yeni Yüksek Riskli Müşteri
9432-RUVSL,1,Yüksek Değerli Sadık Müşteri
8060-HIWJJ,1,Yüksek Değerli Sadık Müşteri
7684-XSZIY,3,Genç Düşük Harcamalı Müşteri
9089-UOWJG,2,Yeni Yüksek Riskli Müşteri
8621-MNIHH,2,Yeni Yüksek Riskli Müşteri
8039-ACLPL,1,Yüksek Değerli Sadık Müşteri
9885-AIBVB,2,Yeni Yüksek Riskli Müşteri
1934-MKPXS,3,Genç Düşük Harcamalı Müşteri
2592-YKDIF,0,Yaslı Düşük Harcamalı Müşteri
2272-JKMSI,1,Yüksek Değerli Sadık Müşteri
0471-LVHGK,2,Yeni Yüksek Riskli Müşteri
9518-RWHZL,1,Yüksek Değerli Sadık Müşteri
8714-CTZJW,2,Yeni Yüksek Riskli Müşteri
3569-EDBPQ,3,Genç Düşük Harcamalı Müşteri
3131-NWVFJ,2,Yeni Yüksek Riskli Müşteri
7521-YXVZY,3,Genç Düşük Harcamalı Müşteri
5419-CONWX,2,Yeni Yüksek Riskli Müşteri
6240-EURKS,2,Yeni Yüksek Riskli Müşteri
2373-NTKOD,0,Yaslı Düşük Harcamalı Müşteri
1970-KKFWL,3,Genç Düşük Harcamalı Müşteri
6960-HVYXR,2,Yeni Yüksek Riskli Müşteri
9337-SRRNI,0,Yaslı Düşük Harcamalı Müşteri
0895-UADGO,3,Genç Düşük Harcamalı Müşteri
5678-VFNEQ,1,Yüksek Değerli Sadık Müşteri
5977-CKHON,1,Yüksek Değerli Sadık Müşteri
7024-OHCCK,2,Yeni Yüksek Riskli Müşteri
2692-BUCFV,1,Yüksek Değerli Sadık Müşteri
7861-UVUFT,2,Yeni Yüksek Riskli Müşteri
1830-GGFNM,1,Yüksek Değerli Sadık Müşteri
5302-BDJNT,1,Yüksek Değerli Sadık Müşteri
5223-UZAVK,1,Yüksek Değerli Sadık Müşteri
4859-ZSRDZ,2,Yeni Yüksek Riskli Müşteri
5651-WYIPH,0,Yaslı Düşük Harcamalı Müşteri
9350-VLHMB,1,Yüksek Değerli Sadık Müşteri
3498-LZGQZ,3,Genç Düşük Harcamalı Müşteri
8785-CJSHH,1,Yüksek Değerli Sadık Müşteri
5357-TZHPP,2,Yeni Yüksek Riskli Müşteri
3870-SPZSI,1,Yüksek Değerli Sadık Müşteri
0680-DFNNY,2,Yeni Yüksek Riskli Müşteri
7560-QRBXH,0,Yaslı Düşük Harcamalı Müşteri
7077-XJMET,3,Genç Düşük Harcamalı Müşteri
8752-GHJFU,1,Yüksek Değerli Sadık Müşteri
6896-SRVYQ,2,Yeni Yüksek Riskli Müşteri
7767-UXAGJ,2,Yeni Yüksek Riskli Müşteri
4652-ODEVH,3,Genç Düşük Harcamalı Müşteri
6510-UPNKS,3,Genç Düşük Harcamalı Müşteri
6718-BDGHG,0,Yaslı Düşük Harcamalı Müşteri
9046-DQMTP,3,Genç Düşük Harcamalı Müşteri
6439-LAJXL,0,Yaslı Düşük Harcamalı Müşteri
1571-SAVHK,3,Genç Düşük Harcamalı Müşteri
9052-VKDUW,1,Yüksek Değerli Sadık Müşteri
9546-CQJSU,2,Yeni Yüksek Riskli Müşteri
1666-JZPZT,2,Yeni Yüksek Riskli Müşteri
5777-KJIRB,0,Yaslı Düşük Harcamalı Müşteri
0506-LVNGN,2,Yeni Yüksek Riskli Müşteri
7677-SJJJK,3,Genç Düşük Harcamalı Müşteri
2480-EJWYP,1,Yüksek Değerli Sadık Müşteri
3253-HKOKL,1,Yüksek Değerli Sadık Müşteri
7055-HNEOJ,3,Genç Düşük Harcamalı Müşteri
5514-YQENT,1,Yüksek Değerli Sadık Müşteri
3211-AAPKX,0,Yaslı Düşük Harcamalı Müşteri
8445-DNBAE,3,Genç Düşük Harcamalı Müşteri
2951-QOQTK,3,Genç Düşük Harcamalı Müşteri
2958-NHPPS,0,Yaslı Düşük Harcamalı Müşteri
6806-YDEUL,3,Genç Düşük Harcamalı Müşteri
1735-XMJVH,0,Yaslı Düşük Harcamalı Müşteri
6890-PFRQX,2,Yeni Yüksek Riskli Müşteri
0222-CNVPT,2,Yeni Yüksek Riskli Müşteri
5899-OUVKV,1,Yüksek Değerli Sadık Müşteri
8681-ICONS,0,Yaslı Düşük Harcamalı Müşteri
1621-YNCJH,1,Yüksek Değerli Sadık Müşteri
3473-XIIIT,0,Yaslı Düşük Harcamalı Müşteri
6362-QHAFM,1,Yüksek Değerli Sadık Müşteri
7893-IXHRQ,3,Genç Düşük Harcamalı Müşteri
3070-BDOQC,1,Yüksek Değerli Sadık Müşteri
2952-QAYZF,2,Yeni Yüksek Riskli Müşteri
6234-PFPXL,2,Yeni Yüksek Riskli Müşteri
9824-QCJPK,3,Genç Düşük Harcamalı Müşteri
4763-PGDPO,2,Yeni Yüksek Riskli Müşteri
4283-IVYCI,0,Yaslı Düşük Harcamalı Müşteri
1866-OBPNR,2,Yeni Yüksek Riskli Müşteri
8205-MQUGY,2,Yeni Yüksek Riskli Müşteri
8970-ANWXO,3,Genç Düşük Harcamalı Müşteri
9480-BQJEI,1,Yüksek Değerli Sadık Müşteri
5394-SVGJV,1,Yüksek Değerli Sadık Müşteri
6979-TNDEU,0,Yaslı Düşük Harcamalı Müşteri
9777-WJJPR,2,Yeni Yüksek Riskli Müşteri
9283-LZQOH,0,Yaslı Düşük Harcamalı Müşteri
7079-QRCBC,2,Yeni Yüksek Riskli Müşteri
9495-SKLKD,1,Yüksek Değerli Sadık Müşteri
6048-UWKAL,1,Yüksek Değerli Sadık Müşteri
5067-DGXLL,3,Genç Düşük Harcamalı Müşteri
5469-CTCWN,1,Yüksek Değerli Sadık Müşteri
9851-QXEEQ,1,Yüksek Değerli Sadık Müşteri
6281-FKEWS,0,Yaslı Düşük Harcamalı Müşteri
8898-KASCD,3,Genç Düşük Harcamalı Müşteri
9242-TKFSV,1,Yüksek Değerli Sadık Müşteri
9290-SHCMB,2,Yeni Yüksek Riskli Müşteri
0743-HNPFG,1,Yüksek Değerli Sadık Müşteri
2277-BKJKN,1,Yüksek Değerli Sadık Müşteri
9809-IMGCQ,2,Yeni Yüksek Riskli Müşteri
5208-HFSBT,0,Yaslı Düşük Harcamalı Müşteri
5035-PGZXH,1,Yüksek Değerli Sadık Müşteri
8695-WDYEA,3,Genç Düşük Harcamalı Müşteri
6543-JXSOO,2,Yeni Yüksek Riskli Müşteri
8016-ZMGMO,1,Yüksek Değerli Sadık Müşteri
8605-ITULD,0,Yaslı Düşük Harcamalı Müşteri
3254-YRILK,2,Yeni Yüksek Riskli Müşteri
6416-YJTTB,2,Yeni Yüksek Riskli Müşteri
2667-WYLWJ,0,Yaslı Düşük Harcamalı Müşteri
4472-VESGY,1,Yüksek Değerli Sadık Müşteri
3195-TQDZX,0,Yaslı Düşük Harcamalı Müşteri
3128-YOVTD,1,Yüksek Değerli Sadık Müşteri
0529-ONKER,2,Yeni Yüksek Riskli Müşteri
1728-CXQBE,1,Yüksek Değerli Sadık Müşteri
7041-TXQJH,2,Yeni Yüksek Riskli Müşteri
5014-GSOUQ,0,Yaslı Düşük Harcamalı Müşteri
5724-BIDBU,2,Yeni Yüksek Riskli Müşteri
0481-SUMCB,1,Yüksek Değerli Sadık Müşteri
1769-GRUIK,2,Yeni Yüksek Riskli Müşteri
5240-IJOQT,3,Genç Düşük Harcamalı Müşteri
8819-WFGGJ,1,Yüksek Değerli Sadık Müşteri
7427-AUFPY,0,Yaslı Düşük Harcamalı Müşteri
2811-POVEX,2,Yeni Yüksek Riskli Müşteri
1092-GANHU,2,Yeni Yüksek Riskli Müşteri
7898-PDWQE,1,Yüksek Değerli Sadık Müşteri
9972-EWRJS,3,Genç Düşük Harcamalı Müşteri
9314-IJWSQ,3,Genç Düşük Harcamalı Müşteri
0661-XEYAN,2,Yeni Yüksek Riskli Müşteri
5799-JRCZO,0,Yaslı Düşük Harcamalı Müşteri
1921-KYSAY,1,Yüksek Değerli Sadık Müşteri
6198-RTPMF,2,Yeni Yüksek Riskli Müşteri
2924-KHUVI,1,Yüksek Değerli Sadık Müşteri
1925-GMVBW,0,Yaslı Düşük Harcamalı Müşteri
7881-EVUAD,0,Yaslı Düşük Harcamalı Müşteri
6184-DYUOB,3,Genç Düşük Harcamalı Müşteri
9207-ZPANB,3,Genç Düşük Harcamalı Müşteri
5766-XQXMQ,3,Genç Düşük Harcamalı Müşteri
9327-QSDED,2,Yeni Yüksek Riskli Müşteri
1656-DRSMG,1,Yüksek Değerli Sadık Müşteri
3012-VFFMN,0,Yaslı Düşük Harcamalı Müşteri
2984-AFWNC,2,Yeni Yüksek Riskli Müşteri
0640-YJTPY,3,Genç Düşük Harcamalı Müşteri
8096-LOIST,2,Yeni Yüksek Riskli Müşteri
9764-REAFF,3,Genç Düşük Harcamalı Müşteri
3703-VAVCL,2,Yeni Yüksek Riskli Müşteri
7107-UBYKY,3,Genç Düşük Harcamalı Müşteri
4881-GQJTW,0,Yaslı Düşük Harcamalı Müşteri
8519-QJGJD,0,Yaslı Düşük Harcamalı Müşteri
7876-DNYAP,3,Genç Düşük Harcamalı Müşteri
7905-NJMXS,0,Yaslı Düşük Harcamalı Müşteri
2882-WDTBA,1,Yüksek Değerli Sadık Müşteri
2091-GPPIQ,1,Yüksek Değerli Sadık Müşteri
6326-MTTXK,2,Yeni Yüksek Riskli Müşteri
5071-FBJFS,3,Genç Düşük Harcamalı Müşteri
2796-UUZZO,1,Yüksek Değerli Sadık Müşteri
2429-AYKKO,3,Genç Düşük Harcamalı Müşteri
9798-OPFEM,0,Yaslı Düşük Harcamalı Müşteri
0330-IVZHA,3,Genç Düşük Harcamalı Müşteri
3794-NFNCH,0,Yaslı Düşük Harcamalı Müşteri
5193-QLVZB,1,Yüksek Değerli Sadık Müşteri
7114-AEOZE,3,Genç Düşük Harcamalı Müşteri
2886-KEFUM,1,Yüksek Değerli Sadık Müşteri
5522-NYKPB,3,Genç Düşük Harcamalı Müşteri
4237-RLAQD,2,Yeni Yüksek Riskli Müşteri
9957-YODKZ,3,Genç Düşük Harcamalı Müşteri
6518-KZXCB,0,Yaslı Düşük Harcamalı Müşteri
2245-ADZFJ,0,Yaslı Düşük Harcamalı Müşteri
